-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2001 through 01/01/2023 
Location: Latitude  24.87   Longitude 67.03 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE               MERRA-2 Temperature at 2 Meters Range (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M_RANGE             MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M_RANGE             MERRA-2 Wind Speed at 50 Meters Range (m/s) 
WD50M                   MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UV_INDEX,T2MDEW,T2MWET,TS,T2M_RANGE,QV2M,RH2M,PRECTOTCORR,PS,WS10M_RANGE,WD10M,WS50M_RANGE,WD50M
2019,7,15,5.6,6.88,0.51,438.0,113.27,134.84,2.02,24.86,27.44,31.79,3.94,19.9,74.25,0.17,99.23,2.33,246.44,1.99,246.81
2019,7,16,5.07,6.39,0.46,444.88,102.47,125.08,1.68,25.08,27.7,32.08,4.09,20.14,73.94,0.35,99.34,2.88,237.69,2.94,238.06
2019,7,17,5.64,6.18,0.51,439.28,111.62,120.3,1.8,24.83,27.6,32.22,4.43,19.84,72.75,0.28,99.48,1.69,238.62,1.63,239.12
2019,7,18,5.16,5.95,0.47,443.52,102.4,115.32,1.6,24.53,27.41,32.28,4.69,19.47,71.75,0.15,99.42,2.4,236.69,2.42,237.12
2019,7,19,5.48,6.35,0.5,445.6,109.91,124.51,1.84,23.98,27.17,32.81,6.02,18.86,69.44,0.12,99.43,2.08,232.56,2.27,232.38
2019,7,20,6.74,6.88,0.61,439.51,133.62,135.3,2.41,23.51,27.33,33.94,6.98,18.31,65.0,0.03,99.55,3.46,223.88,4.25,222.69
2019,7,21,6.51,6.63,0.59,437.73,129.45,130.71,2.39,24.31,27.65,33.51,6.66,19.29,68.81,0.06,99.47,1.88,256.81,1.88,257.56
2019,7,22,5.6,7.0,0.51,444.74,114.3,139.24,2.35,24.86,27.84,32.94,5.85,19.96,71.56,1.11,99.38,1.85,257.19,1.76,258.0
2019,7,23,7.01,7.22,0.64,439.45,140.8,143.59,2.86,25.51,28.16,32.55,4.69,20.69,74.06,1.48,99.37,1.66,255.06,2.39,255.75
2019,7,24,5.93,7.15,0.54,440.95,121.01,141.66,2.52,26.01,28.17,31.74,3.83,21.3,78.06,3.19,99.39,2.7,252.69,3.38,253.25
2019,7,25,4.71,6.78,0.43,450.48,96.27,134.27,1.88,25.41,27.8,31.47,3.79,20.57,76.0,1.01,99.4,2.82,253.5,2.84,253.94
2019,7,26,4.46,6.43,0.41,452.96,92.52,126.46,1.68,25.22,27.48,31.05,3.59,20.32,77.0,1.41,99.28,1.34,254.94,1.62,255.31
2019,7,27,3.56,6.43,0.33,450.46,74.48,126.63,1.33,25.45,27.47,30.8,3.53,20.63,79.25,1.64,99.29,1.84,252.31,1.55,252.81
2019,7,28,4.82,6.6,0.45,445.48,99.42,130.45,1.86,25.36,27.32,30.53,3.8,20.51,79.69,4.24,99.43,2.62,253.25,2.88,253.88
2019,7,29,0.73,6.13,0.07,447.08,17.34,120.7,0.26,25.85,26.91,28.19,1.57,21.06,88.12,45.8,99.46,2.46,273.56,2.82,273.94
2019,7,30,2.78,6.78,0.26,449.8,60.63,134.87,1.24,25.69,27.07,29.08,3.91,20.94,85.19,21.17,99.31,2.34,276.38,3.34,277.38
2019,7,31,6.56,7.03,0.6,441.25,132.17,139.63,2.7,25.27,27.01,29.69,4.19,20.39,81.94,1.32,99.42,2.17,257.62,1.86,258.31
2019,8,1,5.4,7.03,0.5,443.06,110.4,139.18,2.16,25.07,26.8,29.34,3.09,20.14,81.88,0.37,99.37,2.12,246.25,2.44,246.69
2019,8,2,5.37,6.66,0.49,444.32,108.12,131.02,1.98,25.9,27.42,29.85,3.95,21.18,83.94,0.24,99.25,3.09,231.94,2.98,232.31
2019,8,3,5.16,6.45,0.48,441.77,103.41,126.02,1.84,25.82,27.43,30.06,4.41,21.06,83.19,0.39,99.27,2.03,239.75,2.13,240.19
2019,8,4,5.08,6.34,0.47,440.47,103.09,124.98,1.84,25.36,27.02,29.71,3.88,20.51,82.62,0.26,99.27,1.72,240.62,1.49,241.0
2019,8,5,4.69,6.23,0.44,444.24,95.28,122.1,1.62,25.56,27.08,29.59,3.91,20.81,83.94,0.01,99.12,3.2,248.25,3.23,248.56
2019,8,6,4.89,6.38,0.45,444.06,98.34,124.59,1.76,25.46,27.18,30.2,5.2,20.69,82.19,0.0,98.99,1.65,240.88,1.7,241.19
2019,8,7,3.94,6.38,0.37,447.77,80.79,124.13,1.41,25.22,26.93,29.87,4.29,20.45,82.12,0.01,98.92,3.19,237.81,2.87,238.06
2019,8,8,4.5,5.88,0.42,444.59,90.2,114.55,1.43,24.92,27.05,30.69,6.1,20.08,78.5,0.07,98.93,3.46,229.81,4.48,230.0
2019,8,9,3.12,6.58,0.29,446.47,66.58,129.68,1.41,25.93,27.33,29.37,3.97,21.3,85.12,30.55,99.09,4.26,239.12,5.3,238.94
2019,8,10,3.04,5.78,0.28,444.82,64.12,114.23,1.12,26.13,27.1,28.38,2.79,21.55,89.38,24.53,99.08,3.37,269.62,3.62,270.31
2019,8,11,1.58,6.16,0.15,447.49,35.09,122.71,0.64,25.98,26.82,27.83,2.95,21.36,90.56,92.08,98.99,2.99,276.56,3.21,277.38
2019,8,12,5.05,6.73,0.48,443.79,103.04,133.56,2.02,24.98,26.38,28.3,3.42,20.02,85.0,30.58,99.34,3.7,198.31,3.82,198.25
2019,8,13,6.17,7.02,0.58,434.5,124.96,139.59,2.49,25.29,26.87,29.23,4.76,20.39,83.44,1.02,99.45,2.61,163.56,2.51,163.38
2019,8,14,5.92,7.22,0.55,431.49,120.75,143.33,2.42,25.88,27.26,29.55,4.74,21.12,85.5,5.25,99.5,1.84,181.25,2.35,180.69
2019,8,15,4.53,7.0,0.43,435.8,94.41,139.45,1.92,25.85,27.05,29.05,3.88,21.06,87.06,0.01,99.63,1.98,233.38,1.75,233.56
2019,8,16,4.72,6.93,0.45,436.35,97.05,137.67,1.98,25.25,26.6,28.82,3.88,20.32,85.56,0.01,99.54,2.52,235.44,1.83,235.69
2019,8,17,5.57,7.08,0.52,432.41,113.11,139.84,2.27,25.32,26.63,28.65,3.55,20.45,85.94,0.0,99.49,2.38,232.0,1.78,232.31
2019,8,18,6.81,7.2,0.65,425.38,136.01,142.52,2.6,24.87,26.44,28.88,4.16,19.84,83.44,0.01,99.73,2.61,223.94,2.65,224.19
2019,8,19,6.6,7.11,0.62,426.71,132.16,140.84,2.54,24.83,26.6,29.26,4.88,19.71,81.56,0.01,99.96,2.68,229.81,2.3,230.0
2019,8,20,6.78,7.09,0.65,421.64,134.7,139.78,2.62,24.43,26.32,29.12,4.59,19.23,80.38,0.0,100.03,2.59,242.75,1.8,243.19
2019,8,21,5.85,7.13,0.56,425.45,117.52,140.01,2.28,24.44,26.12,28.68,4.09,19.29,82.19,0.01,99.91,3.55,250.94,2.42,251.38
2019,8,22,5.87,7.1,0.56,424.26,117.53,139.68,-999.0,24.23,26.07,28.89,4.52,19.04,80.81,0.01,99.83,2.7,249.56,1.61,250.0
2019,8,23,7.0,7.2,0.67,412.51,136.56,139.77,2.62,23.76,25.77,28.85,4.81,18.49,79.12,0.01,99.87,2.31,245.0,1.24,245.38
2019,8,24,6.66,7.06,0.64,418.98,131.24,137.82,2.46,24.22,26.04,28.85,4.44,19.04,81.0,1.58,99.82,2.09,241.0,0.91,241.25
2019,8,25,5.94,7.02,0.57,423.78,117.98,136.86,2.27,24.3,26.22,29.22,4.98,19.17,80.19,0.9,99.73,2.41,236.75,1.7,237.0
2019,8,26,6.21,6.87,0.6,424.24,122.59,133.95,2.32,24.31,26.38,29.48,5.21,19.17,78.75,0.26,99.74,1.87,244.44,1.45,244.81
2019,8,27,5.69,6.46,0.55,431.1,112.51,125.92,2.13,24.6,26.48,29.63,5.43,19.53,80.5,0.29,99.65,2.48,257.44,2.68,258.19
2019,8,28,5.23,6.68,0.51,436.61,106.4,132.78,2.18,25.41,26.95,29.41,4.8,20.51,83.88,12.46,99.65,2.03,256.19,3.54,257.5
2019,8,29,2.51,6.6,0.24,440.68,54.94,130.95,1.2,25.38,27.02,29.22,4.31,20.45,83.06,14.45,99.71,3.73,275.25,5.42,281.56
2019,8,30,5.79,6.82,0.56,438.89,117.55,135.95,2.41,25.76,27.78,30.08,5.65,21.0,80.0,1.77,99.54,4.8,260.44,6.38,250.81
2019,8,31,6.2,6.79,0.61,434.13,124.75,135.15,2.57,25.56,27.77,31.01,6.14,20.81,78.44,0.21,99.33,2.48,270.06,3.77,271.69
2019,9,1,5.38,6.48,0.53,437.46,108.8,128.09,2.23,25.73,26.92,28.76,2.61,20.94,87.0,9.98,99.46,1.6,262.19,2.78,263.44
2019,9,2,4.8,6.15,0.48,439.81,96.91,120.69,1.91,25.98,27.48,29.87,4.81,21.24,84.38,4.81,99.55,2.89,273.06,4.47,274.94
2019,9,3,5.94,6.45,0.59,435.18,118.44,127.26,2.38,26.52,27.66,29.24,2.95,21.91,87.62,4.04,99.55,1.77,263.94,3.16,264.69
2019,9,4,6.0,6.52,0.59,432.28,119.76,128.8,2.29,25.97,27.44,29.55,3.23,21.24,84.5,0.04,99.47,1.87,265.88,3.45,266.62
2019,9,5,5.49,6.22,0.55,436.72,109.41,121.92,2.08,26.06,27.58,29.83,3.79,21.36,84.0,0.03,99.47,1.62,254.69,1.85,255.31
2019,9,6,5.28,6.21,0.52,434.95,104.72,121.07,1.95,26.19,27.63,29.63,3.29,21.55,84.75,0.08,99.42,1.46,257.81,2.63,258.38
2019,9,7,6.18,6.29,0.62,426.67,120.73,122.63,2.3,26.44,27.75,29.59,3.64,21.91,86.06,0.42,99.36,2.39,249.81,3.17,250.44
2019,9,8,5.98,6.32,0.6,433.02,118.41,124.49,2.23,26.08,27.63,30.05,4.88,21.36,84.0,0.18,99.52,2.0,248.81,2.81,249.69
2019,9,9,6.37,6.49,0.64,428.92,125.88,128.09,2.4,26.04,27.76,30.63,5.59,21.3,82.44,0.0,99.56,2.26,250.56,2.59,251.12
2019,9,10,6.06,6.53,0.62,422.61,118.84,127.1,2.29,26.5,27.9,30.02,4.48,21.91,85.12,0.0,99.58,1.85,249.62,1.35,250.19
2019,9,11,6.31,6.34,0.64,424.36,122.74,123.54,2.25,26.47,27.95,30.15,4.16,21.79,84.38,0.0,99.76,2.27,246.12,2.95,246.5
2019,9,12,5.87,6.17,0.6,424.95,114.42,119.85,2.1,25.76,27.61,30.33,4.98,20.87,81.06,0.0,99.87,1.78,247.44,2.56,247.75
2019,9,13,5.58,6.31,0.57,423.25,109.22,121.96,2.09,25.15,27.02,29.73,4.66,20.14,80.69,0.0,99.94,2.36,253.69,1.41,254.0
2019,9,14,5.43,6.11,0.55,422.55,105.72,117.84,1.95,25.02,26.84,29.46,4.54,19.96,81.0,0.0,99.96,2.5,259.06,1.58,259.38
2019,9,15,5.34,6.21,0.55,424.3,105.02,120.23,1.96,25.01,26.75,29.3,4.16,19.96,81.81,0.0,100.03,2.16,256.62,1.45,257.06
2019,9,16,5.18,6.19,0.54,426.44,102.23,120.51,1.91,24.69,26.57,29.21,4.98,19.59,80.88,0.0,99.83,2.98,241.81,2.63,242.44
2019,9,17,6.03,6.2,0.62,417.49,116.88,120.09,2.05,24.85,26.69,29.37,5.41,19.84,81.44,0.0,99.76,2.77,215.31,1.87,214.94
2019,9,18,6.31,6.32,0.66,405.98,120.77,121.27,2.16,24.1,26.08,29.18,5.56,18.86,79.88,0.0,100.14,1.3,244.0,0.61,244.38
2019,9,19,6.74,6.73,0.7,397.7,129.38,129.62,2.38,23.53,25.63,28.87,6.8,18.19,79.19,0.0,100.2,1.55,268.69,2.51,269.38
2019,9,20,6.48,6.49,0.68,407.3,124.82,125.34,2.29,23.58,25.9,29.21,9.13,18.43,78.94,0.01,100.06,2.03,280.69,3.97,282.0
2019,9,21,6.16,6.16,0.65,416.34,118.29,118.62,1.99,24.05,26.48,29.65,8.42,18.92,77.31,0.0,99.94,2.22,275.25,2.97,276.88
2019,9,22,5.77,6.06,0.61,428.28,113.11,118.39,2.02,23.87,26.76,30.26,8.95,18.8,73.88,0.01,100.01,3.45,216.0,4.8,213.94
2019,9,23,5.84,5.98,0.62,428.2,114.09,116.96,2.01,25.17,27.27,29.91,5.18,20.14,79.25,3.18,100.19,3.97,229.31,5.45,230.12
2019,9,24,5.36,6.04,0.57,427.71,105.48,118.25,1.95,25.01,27.19,30.22,5.75,19.9,78.25,5.76,100.26,2.29,264.94,3.66,266.44
2019,9,25,4.65,6.07,0.5,433.08,93.23,119.3,1.74,24.89,27.39,30.76,6.73,19.78,76.0,5.2,100.25,3.77,269.0,5.73,271.12
2019,9,26,4.56,5.7,0.49,437.6,90.64,111.38,1.64,25.39,27.98,30.8,7.05,20.39,75.56,4.97,100.32,1.91,215.0,3.27,214.5
2019,9,27,3.45,5.85,0.38,435.61,70.62,114.8,1.34,26.1,27.63,29.51,2.72,21.24,83.88,3.51,100.32,0.87,245.12,1.5,246.5
2019,9,28,6.05,6.06,0.66,418.99,117.73,118.23,2.05,25.58,27.54,30.11,5.03,20.63,80.44,0.71,100.16,3.95,241.19,5.49,243.19
2019,9,29,5.7,5.94,0.62,422.55,111.01,115.41,1.93,25.54,27.32,29.49,3.98,20.57,81.62,0.04,100.27,3.56,214.31,4.42,214.94
2019,9,30,5.98,5.98,0.66,415.8,116.82,117.32,2.07,25.35,26.98,28.9,3.64,20.32,83.0,0.07,100.26,2.05,271.44,1.8,272.81
2019,10,1,5.77,5.85,0.64,410.92,111.84,113.69,1.9,25.33,26.8,28.61,2.97,20.26,84.38,0.05,100.23,3.46,259.56,2.53,260.12
2019,10,2,5.66,5.74,0.62,412.46,109.63,111.48,1.77,25.26,26.73,28.63,3.13,20.2,84.31,0.07,100.38,2.8,257.0,2.22,257.44
2019,10,3,5.29,5.62,0.59,414.74,103.07,108.89,1.62,24.98,26.1,27.68,2.51,19.84,87.56,41.45,100.36,2.54,247.81,2.74,248.19
2019,10,4,5.31,5.67,0.59,418.18,103.46,110.28,1.67,23.88,25.38,27.72,3.44,18.55,83.81,33.13,100.44,1.96,257.81,2.1,258.5
2019,10,5,5.32,5.64,0.6,413.15,103.72,109.65,1.61,23.2,25.01,27.76,4.22,17.76,80.81,13.42,100.44,1.1,256.38,1.3,257.56
2019,10,6,3.36,5.55,0.38,423.38,68.48,107.79,1.16,21.26,24.26,27.91,5.07,15.81,70.81,16.68,100.52,2.0,159.62,2.62,155.5
2019,10,7,5.68,5.68,0.65,411.55,110.35,110.86,1.76,20.1,23.87,28.08,7.88,14.71,64.94,1.91,100.7,3.44,141.25,4.3,124.0
2019,10,8,5.98,5.97,0.69,395.93,113.91,114.16,1.84,20.44,23.92,27.99,8.05,15.08,67.62,0.0,100.68,3.49,168.44,4.87,171.0
2019,10,9,6.03,6.02,0.7,398.29,115.73,115.98,1.85,23.12,25.3,28.06,6.12,17.7,78.12,0.02,100.51,2.06,265.94,1.45,266.69
2019,10,10,6.0,5.99,0.7,396.45,114.45,114.66,1.86,23.12,25.19,28.16,6.16,17.76,79.38,0.07,100.5,1.56,258.0,2.47,258.19
2019,10,11,5.99,5.98,0.7,394.95,113.66,114.01,1.85,22.61,24.83,27.77,6.09,17.27,78.44,0.06,100.44,2.35,254.5,2.66,254.56
2019,10,12,6.02,5.99,0.7,383.63,113.17,113.34,1.8,21.39,24.33,27.79,6.62,15.99,72.31,0.03,100.52,2.15,254.06,2.57,253.44
2019,10,13,5.71,5.81,0.67,389.34,108.06,110.47,1.74,21.01,24.06,27.69,8.11,15.56,71.19,0.0,100.68,1.91,287.56,3.13,286.88
2019,10,14,5.45,5.74,0.64,392.86,103.81,109.55,1.66,21.35,24.26,27.57,7.06,15.93,72.25,0.0,100.67,2.69,265.88,3.16,266.0
2019,10,15,5.92,5.9,0.7,388.14,112.46,112.88,1.8,22.25,24.94,28.08,7.66,16.85,74.5,0.0,100.63,2.69,224.0,3.88,224.19
2019,10,16,5.34,5.48,0.63,399.98,101.48,104.52,1.63,21.13,24.41,27.94,7.71,15.81,70.19,0.0,100.67,3.16,226.19,4.7,225.25
2019,10,17,5.71,5.69,0.69,386.38,106.97,107.24,1.66,20.91,24.22,28.06,7.94,15.56,69.88,0.0,100.62,2.01,282.69,3.7,283.75
2019,10,18,5.65,5.64,0.68,385.23,105.34,105.91,1.59,22.23,25.05,28.17,7.38,16.85,73.31,0.0,100.54,1.62,255.19,2.38,255.56
2019,10,19,5.33,5.36,0.65,388.02,99.2,100.44,1.48,19.77,23.92,27.74,9.49,14.59,63.94,0.0,100.72,2.45,122.5,3.52,122.38
2019,10,20,5.24,5.2,0.64,388.52,96.77,96.88,1.38,17.41,22.84,27.48,10.73,12.51,53.88,0.0,100.77,4.09,54.88,5.85,54.62
2019,10,21,5.26,5.22,0.65,395.32,98.06,98.2,1.4,18.25,22.99,27.48,10.65,13.24,59.5,0.0,100.59,3.13,142.31,4.53,128.69
2019,10,22,5.02,5.02,0.62,384.27,92.29,93.05,1.3,18.99,23.27,27.78,10.38,13.98,64.0,0.0,100.42,3.41,211.5,4.87,210.62
2019,10,23,5.47,5.43,0.68,382.38,102.16,102.27,1.49,21.4,24.42,27.84,6.98,16.05,71.56,0.0,100.3,2.88,262.69,3.44,263.25
2019,10,24,5.3,5.28,0.66,385.81,98.99,99.27,1.41,21.73,24.51,28.07,7.65,16.42,74.25,0.0,100.35,2.95,267.56,4.62,267.88
2019,10,25,5.3,5.26,0.66,387.41,98.67,98.82,1.38,19.98,23.83,27.92,9.79,14.89,67.0,0.0,100.39,2.52,230.75,3.8,230.0
2019,10,26,5.19,5.17,0.66,380.07,96.29,96.62,1.35,15.44,21.51,26.94,10.45,11.29,51.56,0.0,100.45,2.61,122.31,3.66,93.81
2019,10,27,5.28,5.25,0.67,378.18,98.51,98.61,1.4,16.15,21.34,26.34,10.73,11.66,55.25,0.0,100.5,3.25,70.38,2.7,70.38
2019,10,28,3.52,4.82,0.45,402.73,67.76,91.33,1.1,18.75,22.55,26.83,9.84,13.79,65.06,0.07,100.55,2.02,103.62,1.63,103.06
2019,10,29,3.5,5.02,0.45,417.59,68.86,96.28,1.28,21.66,24.71,27.78,6.91,16.24,70.75,0.93,100.64,1.77,90.56,1.45,89.69
2019,10,30,4.46,5.17,0.58,414.09,87.77,101.37,1.47,22.1,24.93,28.19,6.81,16.66,72.31,1.02,100.63,1.37,166.12,1.41,165.56
2019,10,31,5.18,5.26,0.67,406.23,100.67,102.89,1.55,22.26,25.18,28.61,6.87,16.85,72.19,0.58,100.52,3.61,204.94,4.79,220.06
2019,11,1,5.12,5.11,0.66,404.12,98.3,98.95,1.48,21.51,24.97,28.79,7.78,16.11,68.12,1.52,100.41,3.54,242.19,4.93,233.31
2019,11,2,4.81,4.79,0.63,410.99,91.04,91.43,1.3,21.19,24.52,28.04,7.09,15.75,68.19,2.35,100.56,2.67,55.75,3.73,56.31
2019,11,3,4.76,4.72,0.62,408.87,89.91,90.13,1.27,20.73,24.05,27.71,8.32,15.32,68.94,1.05,100.77,3.72,59.0,3.49,59.0
2019,11,4,5.03,5.0,0.66,405.18,95.6,95.96,1.39,20.2,23.65,27.73,8.45,14.83,67.88,0.03,100.86,2.14,148.44,2.91,147.19
2019,11,5,4.24,4.85,0.56,404.51,82.02,93.53,1.3,20.87,23.67,27.36,7.42,15.44,73.12,0.28,100.64,2.94,288.0,3.3,288.75
2019,11,6,4.24,4.93,0.57,396.94,81.51,94.73,1.27,18.62,22.45,26.68,9.18,13.61,65.12,0.14,100.28,3.68,293.0,6.27,293.62
2019,11,7,5.27,5.24,0.71,341.52,94.81,95.02,1.38,9.65,16.82,24.15,11.34,7.69,43.69,0.0,100.38,5.09,140.69,7.92,144.38
2019,11,8,5.3,5.26,0.72,321.38,94.3,94.43,1.34,8.19,15.41,23.12,9.09,6.9,42.44,0.0,100.78,2.6,70.44,4.24,71.44
2019,11,9,5.11,5.07,0.7,333.63,92.59,92.77,1.27,10.15,16.23,23.17,10.12,7.75,48.25,0.0,100.94,2.53,35.94,3.48,36.19
2019,11,10,4.89,4.88,0.67,338.09,88.45,88.99,1.19,9.74,16.34,23.01,9.48,7.57,45.19,0.0,100.85,3.07,104.62,4.53,76.88
2019,11,11,4.8,4.77,0.66,346.08,86.57,86.82,1.21,11.6,17.68,23.99,8.52,8.61,48.44,0.0,100.65,2.57,185.56,3.76,187.31
2019,11,12,4.38,4.51,0.61,359.33,80.41,83.27,1.11,12.59,18.15,23.48,7.88,9.16,51.81,0.04,100.65,3.53,193.44,4.4,194.44
2019,11,13,4.69,4.72,0.66,354.37,87.2,88.56,1.21,13.9,18.95,23.8,8.2,9.95,55.31,0.26,100.77,2.42,113.31,3.0,100.5
2019,11,14,4.35,4.42,0.61,363.97,80.16,82.1,1.02,16.25,20.05,24.3,7.17,11.54,63.69,0.64,100.81,2.76,40.12,3.83,41.12
2019,11,15,3.47,4.08,0.49,377.02,64.73,75.64,0.84,16.72,19.64,24.04,6.07,11.84,70.44,1.78,100.85,3.78,67.56,5.25,68.0
2019,11,16,4.38,4.34,0.62,367.24,79.74,79.96,0.96,15.7,19.19,23.92,8.81,11.11,66.81,0.05,100.97,2.77,49.0,4.48,48.62
2019,11,17,4.28,4.25,0.61,367.28,78.05,78.32,1.0,15.98,19.71,24.02,8.42,11.29,64.38,0.01,101.15,2.2,45.88,2.3,45.75
2019,11,18,3.89,4.43,0.55,366.17,71.91,81.66,1.05,15.04,19.26,24.21,7.44,10.68,60.88,0.0,101.04,3.03,165.12,4.47,166.19
2019,11,19,4.14,4.67,0.59,366.27,77.33,87.24,1.12,12.46,18.01,23.51,6.83,9.09,51.88,0.0,100.77,2.3,272.06,3.3,271.19
2019,11,20,4.73,4.69,0.69,359.91,88.23,88.37,1.2,12.78,18.12,23.62,8.76,9.28,52.81,0.0,100.69,2.05,163.25,2.99,162.38
2019,11,21,4.68,4.66,0.68,359.41,87.7,88.21,1.22,15.51,19.9,24.37,8.27,11.05,59.62,0.0,100.78,2.21,207.06,3.03,207.12
2019,11,22,3.79,4.3,0.55,367.7,70.24,79.6,1.02,14.9,19.38,24.12,7.35,10.62,59.44,0.06,100.93,3.31,78.81,4.95,81.44
2019,11,23,4.04,4.02,0.59,369.34,73.88,74.38,0.95,15.04,19.01,23.87,7.84,10.62,62.25,0.0,101.05,3.05,66.56,4.41,39.0
2019,11,24,3.9,3.93,0.58,367.48,70.8,71.93,0.9,14.92,18.95,23.64,7.42,10.56,61.56,0.0,101.0,3.25,81.75,4.4,53.44
2019,11,25,4.18,4.15,0.62,362.27,76.16,76.53,0.99,14.24,18.89,23.75,8.75,10.13,57.75,0.0,100.86,3.87,51.62,5.44,53.31
2019,11,26,4.12,4.12,0.61,356.94,75.18,75.98,0.95,13.35,18.51,23.75,8.06,9.58,53.88,0.0,100.84,4.05,148.81,5.2,105.81
2019,11,27,4.28,4.24,0.64,347.41,78.17,78.36,0.99,12.64,17.65,23.05,8.23,9.09,54.75,0.0,100.92,3.53,201.5,4.67,203.44
2019,11,28,4.49,4.45,0.67,331.0,81.16,81.36,1.08,10.87,16.19,21.95,9.31,8.12,52.94,0.0,101.04,3.43,171.19,4.42,98.56
2019,11,29,4.46,4.42,0.67,318.23,79.29,79.5,1.02,8.79,14.9,21.23,8.48,7.14,48.12,0.0,101.15,2.28,74.44,3.27,76.56
2019,11,30,4.69,4.65,0.71,320.62,84.8,85.02,1.15,8.81,14.47,20.59,9.45,7.08,49.62,0.0,101.14,1.67,49.0,1.0,49.0
2019,12,1,4.37,4.33,0.66,316.07,76.91,77.15,0.99,8.51,14.44,20.68,10.15,6.96,48.62,0.0,101.11,1.78,46.56,2.37,46.44
2019,12,2,4.62,4.58,0.7,313.8,81.71,81.91,1.12,7.29,14.02,20.86,11.06,6.47,44.5,0.0,101.06,2.21,56.19,4.54,55.62
2019,12,3,4.16,4.13,0.63,331.43,73.36,73.81,0.96,8.23,14.56,21.11,11.88,7.02,47.56,0.0,101.0,3.34,65.69,3.35,65.88
2019,12,4,3.77,3.74,0.58,358.59,67.14,67.63,0.84,9.69,15.53,21.62,11.28,7.75,49.44,0.0,101.04,4.64,62.0,5.92,62.25
2019,12,5,3.29,3.78,0.51,367.28,59.72,68.38,0.82,9.49,15.62,21.85,11.13,7.63,48.75,0.0,101.22,3.71,55.88,4.61,55.56
2019,12,6,2.77,4.05,0.43,373.98,51.26,73.15,0.8,7.51,14.37,21.36,10.88,6.65,44.5,0.0,101.33,3.98,52.75,2.95,52.44
2019,12,7,4.1,4.06,0.63,330.12,72.34,72.55,0.91,7.05,13.6,20.44,11.71,6.47,46.62,0.0,101.27,2.22,58.94,2.2,58.25
2019,12,8,4.12,4.09,0.63,337.51,73.59,74.02,0.87,6.44,13.36,20.38,11.31,6.16,43.75,0.0,101.22,1.31,59.25,1.55,58.44
2019,12,9,4.14,4.1,0.64,340.1,75.3,75.52,0.91,7.46,14.69,21.42,10.7,6.53,41.5,0.0,101.13,3.33,143.44,5.0,129.69
2019,12,10,4.15,4.11,0.65,339.52,74.4,74.54,0.98,14.76,18.26,21.99,8.42,10.68,66.5,0.0,100.93,3.2,200.12,3.95,201.12
2019,12,11,3.84,4.03,0.6,376.9,71.22,75.41,0.98,17.83,20.44,23.57,7.37,12.88,74.06,0.65,100.57,4.29,229.25,5.19,229.19
2019,12,12,3.53,4.12,0.55,374.91,66.66,77.94,0.87,14.85,17.73,21.98,6.25,10.62,70.25,0.82,100.52,2.74,160.38,4.13,160.25
2019,12,13,4.18,4.15,0.66,350.04,76.74,77.34,0.86,12.13,16.01,21.23,8.28,8.85,63.31,0.0,100.83,3.0,183.69,4.66,184.12
2019,12,14,4.2,4.15,0.66,334.7,76.15,76.34,0.75,11.14,15.87,21.05,8.59,8.36,56.75,0.0,101.14,1.77,197.88,2.68,199.56
2019,12,15,2.92,3.9,0.45,357.77,54.05,71.25,0.64,9.74,14.94,20.62,7.66,7.57,53.38,0.0,101.28,4.61,81.06,5.23,80.12
