-BEGIN HEADER-,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data ,,,,,,,,
Dates (month/day/year): 01/01/2020 through 12/01/2020 ,,,,,,,,
Location: Latitude  24.87   Longitude 67.03 ,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
Parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) ,,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
PS                    MERRA-2 Surface Pressure (kPa) ,,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,PS,WS10M
2020,1,21,10,670.48,22.49,51.69,101.15,1.2
2020,1,21,11,712.84,23.51,46.62,101.07,0.72
2020,1,21,12,724.81,24.11,43.75,100.96,0.48
2020,1,21,13,623.98,24.27,42.88,100.88,0.84
2020,1,21,14,478.62,24.12,43.31,100.85,1.34
2020,1,21,15,286.47,23.68,44.88,100.88,1.62
2020,1,21,16,74.9,22.34,51,100.94,1.8
2020,1,21,17,0,21.06,56.88,101.04,1.9
2020,1,21,18,0,20.62,59.12,101.14,1.33
2020,1,21,19,0,19.96,60.94,101.22,1
2020,1,21,20,0,19.18,60.69,101.26,1.26
2020,1,21,21,0,18.37,61.19,101.28,1.97
2020,1,21,22,0,17.79,60.94,101.27,2.62
2020,1,21,23,0,17.21,60.75,101.25,3.16
2020,1,22,0,0,16.62,61,101.22,3.71
2020,1,22,1,0,16.06,60.94,101.19,4.16
2020,1,22,2,0,15.63,59.94,101.17,4.48
2020,1,22,3,0,15.34,58.44,101.18,4.77
2020,1,22,4,0,15.12,57,101.25,4.96
2020,1,22,5,0,14.92,56.06,101.34,5.11
2020,1,22,6,26.23,15.19,54.19,101.46,5.43
2020,1,22,7,176.46,17.08,47.69,101.56,6.24
2020,1,22,8,376.62,19.52,40.69,101.65,6.21
2020,1,22,9,550.91,22.16,35.81,101.67,6.45
2020,1,22,10,659.88,23.36,34.56,101.61,6.04
2020,1,22,11,692.7,24.08,34.12,101.5,5.76
2020,1,22,12,670.71,24.41,34.44,101.38,5.51
2020,1,22,13,587.08,24.36,35.12,101.27,5.27
2020,1,22,14,436.8,24.05,36.31,101.24,5.13
2020,1,22,15,254.8,23.4,38.12,101.27,4.95
2020,1,22,16,73.73,21.53,43.62,101.32,3.96
2020,1,22,17,0,19.86,47.94,101.4,4.36
2020,1,22,18,0,19.13,50.5,101.49,4.85
2020,1,22,19,0,18.39,53.5,101.55,5.1
2020,1,22,20,0,17.7,56.19,101.56,5.22
2020,1,22,21,0,17.08,58.5,101.55,5.18
2020,1,22,22,0,16.54,60.56,101.54,5.09
2020,1,22,23,0,16.03,62.56,101.5,5.07
2020,1,23,0,0,15.56,64.56,101.45,5.09
2020,1,23,1,0,15.04,66.88,101.41,5.02
2020,1,23,2,0,14.58,69.19,101.37,5.21
2020,1,23,3,0,14.18,71.31,101.37,5.28
2020,1,23,4,0,13.8,72.94,101.39,5.24
2020,1,23,5,0,13.47,74.25,101.47,5.24
2020,1,23,6,23.34,13.69,72.5,101.52,5.56
2020,1,23,7,173.54,15.59,61.19,101.62,6.05
2020,1,23,8,370.08,18.32,49.75,101.65,6.58
2020,1,23,9,546.55,20.64,42.5,101.65,6.85
2020,1,23,10,660.84,22.15,38.69,101.59,6.37
2020,1,23,11,741.11,23.23,36.44,101.47,5.83
2020,1,23,12,717.73,23.93,35.19,101.36,5.18
2020,1,23,13,625.41,24.19,35.19,101.25,4.57
2020,1,23,14,473.79,24.06,35.81,101.18,4.2
2020,1,23,15,280.75,23.51,37.12,101.13,4.03
2020,1,23,16,75.3,21.52,43.06,101.15,3.01
2020,1,23,17,0,19.73,46.81,101.2,3.33
2020,1,23,18,0,19.08,48.62,101.3,3.76
2020,1,23,19,0,18.42,51.69,101.38,4.18
2020,1,23,20,0,17.78,55,101.41,4.53
2020,1,23,21,0,17.16,58.31,101.42,4.67
2020,1,23,22,0,16.55,61.5,101.4,4.65
2020,1,23,23,0,16,64.38,101.36,4.59
2020,1,24,0,0,15.52,67,101.31,4.53
2020,1,24,1,0,15.08,69.62,101.27,4.49
2020,1,24,2,0,14.66,72.25,101.23,4.57
2020,1,24,3,0,14.28,74.62,101.2,4.64
2020,1,24,4,0,13.92,77,101.2,4.67
2020,1,24,5,0,13.62,78.81,101.27,4.65
2020,1,24,6,27.1,13.92,77.25,101.34,4.64
2020,1,24,7,201.66,16.12,65.06,101.41,5.1
2020,1,24,8,413.16,18.73,51.69,101.44,4.43
2020,1,24,9,587.53,21.13,42.38,101.43,3.97
2020,1,24,10,700.19,22.48,37.62,101.39,2.93
2020,1,24,11,750.28,23.48,34.12,101.29,1.96
2020,1,24,12,729.34,24.27,30.94,101.14,1.24
2020,1,24,13,643.09,24.76,28.62,100.99,0.69
2020,1,24,14,489.9,24.81,28.19,100.91,0.36
2020,1,24,15,291.59,24.35,29.69,100.89,0.95
2020,1,24,16,79.54,22.83,35.88,100.92,1.71
2020,1,24,17,0,20.79,43.69,101.01,2.76
2020,1,24,18,0,19.39,51.5,101.13,3.49
2020,1,24,19,0,18.61,56.81,101.21,3.74
2020,1,24,20,0,18.11,61,101.26,3.6
2020,1,24,21,0,17.86,63.56,101.24,3.16
2020,1,24,22,0,17.8,64.75,101.2,2.87
2020,1,24,23,0,17.58,66.25,101.15,2.83
2020,1,25,0,0,17.37,67.19,101.07,2.65
2020,1,25,1,0,17,69.62,101.02,2.85
2020,1,25,2,0,16.51,73.06,100.98,3.16
2020,1,25,3,0,16.1,75.75,100.97,3.37
2020,1,25,4,0,15.83,76.88,101.01,3.48
2020,1,25,5,0,15.65,77,101.07,3.49
2020,1,25,6,25.78,16.06,73.69,101.14,3.26
2020,1,25,7,153.98,18.51,62.06,101.22,3.06
2020,1,25,8,348,20.81,53.12,101.32,3.12
2020,1,25,9,465.76,22.9,46.25,101.34,3.48
2020,1,25,10,526.51,23.58,43.06,101.22,2.71
2020,1,25,11,467.32,24.55,40.06,101.1,2.61
2020,1,25,12,538.38,25.3,39.38,100.97,3.18
2020,1,25,13,579.2,25.3,40.88,100.87,3.71
2020,1,25,14,459.11,24.92,43.5,100.83,4.09
2020,1,25,15,266.55,24.15,47.31,100.81,4.11
2020,1,25,16,72.72,22.67,54.25,100.81,3.41
2020,1,25,17,0,20.54,65.81,100.85,3.1
2020,1,25,18,0,19.82,72.38,100.9,3.12
2020,1,25,19,0,19.37,77.31,100.95,3.14
2020,1,25,20,0,19.03,81.62,100.99,3.22
2020,1,25,21,0,18.75,85.75,100.98,3.25
2020,1,25,22,0,18.49,89.75,100.95,3.26
2020,1,25,23,0,18.27,93.5,100.89,3.26
2020,1,26,0,0,18.08,96.94,100.83,3.21
2020,1,26,1,0,17.93,99.69,100.78,3.29
2020,1,26,2,0,17.86,100,100.74,3.39
2020,1,26,3,0,17.8,100,100.72,3.33
2020,1,26,4,0,17.79,100,100.75,3.06
2020,1,26,5,0,17.79,100,100.82,2.69
2020,1,26,6,25.72,18.12,98.12,100.91,2.37
2020,1,26,7,179.07,20.24,83.5,100.96,2.2
2020,1,26,8,360.16,22.14,67.88,100.99,1.8
2020,1,26,9,533.56,24.74,48.38,100.97,1.87
2020,1,26,10,653,26.34,40,100.89,2.6
2020,1,26,11,718.86,27.16,36.81,100.79,3.38
2020,1,26,12,695.19,27.51,35.5,100.68,3.71
2020,1,26,13,611.88,27.44,35.56,100.57,3.83
2020,1,26,14,465.38,26.94,37.19,100.51,4.34
2020,1,26,15,274.02,25.8,41.81,100.5,5.46
2020,1,26,16,75.55,23.75,52.75,100.54,6.28
2020,1,26,17,0,21.83,68.56,100.63,6.5
2020,1,26,18,0,21.21,78.38,100.72,6.31
2020,1,26,19,0,21.2,80.06,100.78,5.77
2020,1,26,20,0,21.25,78.44,100.77,4.66
2020,1,26,21,0,21.04,76.88,100.73,3.88
2020,1,26,22,0,20.87,75.38,100.69,3.88
2020,1,26,23,0,20.62,74.38,100.64,3.85
2020,1,27,0,0,20.36,72.12,100.58,4.09
2020,1,27,1,0,20.05,71.56,100.54,4.06
2020,1,27,2,0,19.65,72.25,100.53,3.87
2020,1,27,3,0,19.38,72.25,100.54,3.95
2020,1,27,4,0,19.17,71.44,100.58,4.04
2020,1,27,5,0,18.94,70.25,100.66,4.13
2020,1,27,6,26.78,18.94,67.88,100.76,4.22
2020,1,27,7,186.91,20.38,58.44,100.82,5.19
2020,1,27,8,391.46,21.56,47.94,100.86,5.68
2020,1,27,9,565.31,22.51,40.56,100.85,6.11
2020,1,27,10,682.5,23.17,36.94,100.79,6.5
2020,1,27,11,708.23,23.58,34.75,100.67,6.8
2020,1,27,12,684.91,23.66,33.94,100.54,7.03
2020,1,27,13,565.16,23.52,34.19,100.43,7.05
2020,1,27,14,459.36,23.15,35.25,100.37,6.9
2020,1,27,15,282.92,22.55,37.12,100.35,6.68
2020,1,27,16,79.85,21.37,41.75,100.38,5.75
2020,1,27,17,0,19.71,50.12,100.44,5.03
2020,1,27,18,0,19.33,54.25,100.52,4.82
2020,1,27,19,0,19.09,57.12,100.56,4.58
2020,1,27,20,0,18.79,57.62,100.59,4.96
2020,1,27,21,0,18.2,54.75,100.6,6.58
2020,1,27,22,0,17.52,52.25,100.6,7.77
2020,1,27,23,0,16.82,51,100.58,7.64
2020,1,28,0,0,16.18,51.12,100.55,6.89
2020,1,28,1,0,15.51,52.44,100.52,6.19
2020,1,28,2,0,14.81,54.12,100.5,5.49
2020,1,28,3,0,14.23,55.19,100.52,4.86
2020,1,28,4,0,13.81,55.19,100.56,4.34
2020,1,28,5,0,13.62,54.12,100.64,3.74
2020,1,28,6,29.16,14.06,51.5,100.72,3.07
2020,1,28,7,206.55,16.26,43,100.79,2.69
2020,1,28,8,421.37,18.12,37.62,100.83,2.08
2020,1,28,9,602.06,19.33,33.94,100.84,1.92
2020,1,28,10,716.88,20.33,30.75,100.8,2.29
2020,1,28,11,759.91,21.07,28.94,100.74,3.18
2020,1,28,12,742.85,21.41,28.31,100.67,4.07
2020,1,28,13,657.3,21.41,28.31,100.6,4.81
2020,1,28,14,503.72,21.15,28.88,100.57,5.26
2020,1,28,15,303.38,20.53,30.44,100.58,5.44
2020,1,28,16,89.3,19.15,35.38,100.61,4.95
2020,1,28,17,0,17.27,44.06,100.68,4.5
2020,1,28,18,0,16.9,48.12,100.76,4.51
2020,1,28,19,0,16.7,50.81,100.81,4.42
2020,1,28,20,0,16.65,51.75,100.82,4.27
2020,1,28,21,0,16.58,52.19,100.8,4.09
2020,1,28,22,0,16.17,53.44,100.77,4.37
2020,1,28,23,0,15.3,55.69,100.75,4.7
2020,1,29,0,0,14.36,57.69,100.73,4.83
2020,1,29,1,0,13.58,58.06,100.72,4.88
2020,1,29,2,0,12.99,56.75,100.72,4.79
2020,1,29,3,0,12.55,55.81,100.75,4.64
2020,1,29,4,0,12.19,55.81,100.82,4.42
2020,1,29,5,0,11.92,55.94,100.9,4.13
2020,1,29,6,32.92,12.39,53.69,100.97,3.74
2020,1,29,7,227.51,14.94,44.94,101.07,3.66
2020,1,29,8,448.91,17.59,33.62,101.15,2.65
2020,1,29,9,634.98,20.25,25.69,101.19,1.74
2020,1,29,10,753.59,21.55,23.38,101.15,1.63
2020,1,29,11,799.26,22.46,22.69,101.07,1.89
2020,1,29,12,797.89,23.13,21.5,100.96,2.29
2020,1,29,13,723.39,23.4,21.06,100.88,2.57
2020,1,29,14,554.99,23.23,21.75,100.85,2.88
2020,1,29,15,321.89,22.62,23.75,100.88,3.38
2020,1,29,16,98.54,20.34,30.31,100.91,3.39
2020,1,29,17,0,17.89,37.94,100.97,4.03
2020,1,29,18,0,17.1,44.25,101.09,4.12
2020,1,29,19,0,16.59,48.38,101.18,3.79
2020,1,29,20,0,16.28,50.88,101.21,3.42
2020,1,29,21,0,16.1,52.62,101.23,3.24
2020,1,29,22,0,16.03,53.69,101.22,2.99
2020,1,29,23,0,16.35,52.38,101.18,2.21
2020,1,30,0,0,16.59,50.5,101.13,1.11
2020,1,30,1,0,16.01,51.75,101.09,0.77
2020,1,30,2,0,14.93,55.62,101.08,1.62
2020,1,30,3,0,14.08,58.06,101.12,2.26
2020,1,30,4,0,13.44,59.25,101.16,3.15
2020,1,30,5,0,13,57.25,101.24,3.69
2020,1,30,6,30.68,13.33,52.44,101.34,4.12
2020,1,30,7,213.62,15.58,42.88,101.42,5.18
2020,1,30,8,428.73,17.92,34.88,101.46,5.16
2020,1,30,9,607.5,20.71,28.06,101.46,5.07
2020,1,30,10,723.73,22.21,25.06,101.38,4.48
2020,1,30,11,788.54,22.97,23.88,101.27,3.61
2020,1,30,12,768.1,23.4,22.94,101.15,2.84
2020,1,30,13,678.99,23.55,22.38,101.06,2.48
2020,1,30,14,521.35,23.29,23,101.03,2.46
2020,1,30,15,317.4,22.6,25.5,101.01,2.74
2020,1,30,16,97.5,20.44,33.12,101.03,2.75
2020,1,30,17,0,18.33,39.12,101.06,3.29
2020,1,30,18,0,17.57,44.44,101.12,3.37
2020,1,30,19,0,17,49.81,101.18,3.4
2020,1,30,20,0,16.57,53.5,101.2,3.35
2020,1,30,21,0,16.23,55.62,101.2,3.23
2020,1,30,22,0,15.98,57,101.17,3.07
2020,1,30,23,0,15.68,58.5,101.14,3
2020,1,31,0,0,15.36,59.94,101.1,2.93
2020,1,31,1,0,14.87,62.69,101.07,3.15
2020,1,31,2,0,14.38,66.12,101.05,3.48
2020,1,31,3,0,13.98,69.06,101.05,3.72
2020,1,31,4,0,13.65,71.56,101.09,3.81
2020,1,31,5,0,13.35,73.75,101.15,3.83
2020,1,31,6,31.23,13.81,71.94,101.22,3.61
2020,1,31,7,218.07,16.36,60.88,101.26,3.64
2020,1,31,8,437.2,18.86,47,101.28,3.07
2020,1,31,9,620.74,20.65,37.19,101.26,2.37
2020,1,31,10,738.92,21.78,33.19,101.19,2.4
2020,1,31,11,782.61,22.55,31.88,101.08,2.97
2020,1,31,12,801.19,22.98,31.19,100.97,3.51
2020,1,31,13,700.34,23.01,31.56,100.88,4.05
2020,1,31,14,554.55,22.64,32.94,100.82,4.4
2020,1,31,15,347.89,21.87,35.5,100.81,4.56
2020,1,31,16,113.15,20.21,41.44,100.82,4
2020,1,31,17,0,17.87,52.69,100.85,3.72
2020,1,31,18,0,17.16,59.25,100.89,3.62
2020,1,31,19,0,16.72,63.75,100.94,3.54
2020,1,31,20,0,16.48,66.81,100.97,3.58
2020,1,31,21,0,16.4,68.44,100.97,3.57
2020,1,31,22,0,16.35,68.25,100.94,3.33
2020,1,31,23,0,16.32,66.31,100.92,2.98
2020,2,1,0,0,16.04,64.81,100.88,2.98
2020,2,1,1,0,15.57,63.69,100.86,3.09
2020,2,1,2,0,14.91,63.44,100.84,3.19
2020,2,1,3,0,14.05,64.69,100.87,3.36
2020,2,1,4,0,13.33,65.62,100.94,3.51
2020,2,1,5,0,12.86,64.81,101.06,3.72
2020,2,1,6,31.34,13.33,59.31,101.18,3.92
2020,2,1,7,214.02,15.91,46.88,101.27,5.07
2020,2,1,8,429.32,18.5,36.06,101.32,5.65
2020,2,1,9,608.16,21.07,30.25,101.34,5.37
2020,2,1,10,724.54,22.55,28.62,101.31,4.32
2020,2,1,11,789.51,23.48,27.88,101.24,3.5
2020,2,1,12,769.52,24.03,26.62,101.15,2.86
2020,2,1,13,677.45,24.24,25.81,101.07,2.4
2020,2,1,14,522.23,24.15,25.44,101.02,1.88
2020,2,1,15,319.15,23.71,26.12,101.01,1.51
2020,2,1,16,103.62,22.16,30.75,101.04,1.08
2020,2,1,17,0,20.88,34.25,101.1,0.74
2020,2,1,18,0,19.9,38.81,101.18,0.11
2020,2,1,19,0,18.89,41,101.26,0.53
2020,2,1,20,0,18.08,42.25,101.33,1.1
2020,2,1,21,0,17.28,43.94,101.36,1.7
2020,2,1,22,0,16.5,45.31,101.33,2.29
2020,2,1,23,0,15.83,46.19,101.3,2.83
2020,2,2,0,0,15.21,46.94,101.27,3.28
2020,2,2,1,0,14.68,47.5,101.25,3.63
2020,2,2,2,0,14.28,47.88,101.26,3.84
2020,2,2,3,0,13.98,47.88,101.28,3.96
2020,2,2,4,0,13.75,47.44,101.32,3.99
2020,2,2,5,0,13.53,47,101.38,4.04
2020,2,2,6,32.34,14.1,44.62,101.42,4.05
2020,2,2,7,222.69,16.83,36.81,101.49,4.48
2020,2,2,8,435.25,19.33,29.62,101.54,3.94
2020,2,2,9,618.58,21.95,24.56,101.55,3.76
2020,2,2,10,735.42,23.05,22.62,101.49,3.12
2020,2,2,11,778.02,23.77,21.25,101.39,2.56
2020,2,2,12,756.46,24.25,20.06,101.26,2.2
2020,2,2,13,670.68,24.44,19.81,101.17,1.77
2020,2,2,14,517.91,24.37,21.38,101.12,1.42
2020,2,2,15,318.46,23.91,22.38,101.13,1.21
2020,2,2,16,104.48,22.18,27.62,101.15,1.12
2020,2,2,17,0,20.87,31.88,101.21,1.48
2020,2,2,18,0,20.04,36,101.28,1.56
2020,2,2,19,0,19.36,38.25,101.34,1.72
2020,2,2,20,0,18.79,40.56,101.37,1.9
2020,2,2,21,0,18.25,43.62,101.39,2.22
2020,2,2,22,0,17.62,47.88,101.36,2.56
2020,2,2,23,0,16.95,52.38,101.33,2.98
2020,2,3,0,0,16.37,57.06,101.32,3.51
2020,2,3,1,0,15.95,61.06,101.28,3.85
2020,2,3,2,0,15.53,64.69,101.24,4.12
2020,2,3,3,0,15.14,67.81,101.23,4.32
2020,2,3,4,0,14.76,70.31,101.25,4.4
2020,2,3,5,0,14.36,72.06,101.3,4.28
2020,2,3,6,31.28,14.7,69.31,101.34,3.89
2020,2,3,7,208.15,17.08,57.81,101.39,3.81
2020,2,3,8,426.25,19.3,49.44,101.43,2.79
2020,2,3,9,610.44,21.2,40.94,101.43,1.69
2020,2,3,10,727.88,22.47,36.12,101.38,1.13
2020,2,3,11,793.5,23.34,33.94,101.27,1.67
2020,2,3,12,789.54,23.79,34.12,101.12,2.55
2020,2,3,13,664.33,23.77,35.88,101.02,3.48
2020,2,3,14,512.84,23.28,39,100.97,4.24
2020,2,3,15,311.41,22.34,43.75,100.94,4.72
2020,2,3,16,101.38,20.83,51.5,100.96,4.77
2020,2,3,17,0,18.76,65.12,101.01,4.29
2020,2,3,18,0,18.06,73.25,101.07,4.28
2020,2,3,19,0,17.57,77.69,101.1,4.07
2020,2,3,20,0,17.26,80.69,101.1,3.99
2020,2,3,21,0,17.1,83.12,101.09,4.07
2020,2,3,22,0,17.03,84.88,101.05,4.14
2020,2,3,23,0,17.01,86.06,101.01,4.19
2020,2,4,0,0,17.01,87.06,100.96,4.24
2020,2,4,1,0,17.01,88.19,100.9,4.25
2020,2,4,2,0,16.92,89.62,100.86,4.22
2020,2,4,3,0,16.76,91.31,100.83,4.2
2020,2,4,4,0,16.51,92.94,100.85,4.16
2020,2,4,5,0,16.15,94,100.91,4.09
2020,2,4,6,25.62,16.5,90.44,100.97,3.86
2020,2,4,7,180.81,18.47,76.56,101.02,4.53
2020,2,4,8,372.65,20.32,60.19,101.06,5
2020,2,4,9,555.77,21.89,50.94,101.07,4.77
2020,2,4,10,721.74,23.15,45.5,101,4.08
2020,2,4,11,765.13,24.19,41.12,100.9,3.31
2020,2,4,12,739.65,24.89,39.12,100.8,2.52
2020,2,4,13,631.31,25.25,36.69,100.74,1.67
2020,2,4,14,483.73,25.15,36.06,100.73,0.99
2020,2,4,15,275.41,24.66,36.38,100.74,0.85
2020,2,4,16,95.95,23.37,41.25,100.8,0.92
2020,2,4,17,0,21.84,45.88,100.87,1.24
2020,2,4,18,0,21.11,48.38,100.96,1.11
2020,2,4,19,0,20.4,51.69,101.02,0.74
2020,2,4,20,0,19.71,54.44,101.07,0.66
2020,2,4,21,0,19.01,55.56,101.1,0.98
2020,2,4,22,0,18.27,56.69,101.09,1.49
2020,2,4,23,0,17.48,58.81,101.06,2.09
2020,2,5,0,0,16.74,61,101.03,2.7
2020,2,5,1,0,16.12,62.38,101,3.14
2020,2,5,2,0,15.58,63.25,100.99,3.55
2020,2,5,3,0,15.15,63.56,101,3.91
2020,2,5,4,0,14.83,63.38,101.03,4.26
2020,2,5,5,0,14.56,63.19,101.1,4.55
2020,2,5,6,31.38,15.02,60.38,101.18,5.08
2020,2,5,7,204.62,16.84,52.75,101.26,5.84
2020,2,5,8,414.81,19.62,43.25,101.32,6.25
2020,2,5,9,593.28,21.78,36.69,101.34,6.25
2020,2,5,10,713.02,22.9,33,101.29,5.64
2020,2,5,11,770.93,23.66,30.69,101.2,4.84
2020,2,5,12,784.35,24.08,30.06,101.1,3.95
2020,2,5,13,715.12,24.18,30.88,101.04,2.95
2020,2,5,14,553.44,24.08,28.94,101.01,2.26
2020,2,5,15,354.48,23.55,30.75,101.01,1.99
2020,2,5,16,125.56,21.69,38.38,101.04,1.62
2020,2,5,17,0,19.93,41.62,101.1,2.11
2020,2,5,18,0,19.17,44.25,101.18,2.48
2020,2,5,19,0,18.54,47.69,101.25,2.63
2020,2,5,20,0,18.06,50.06,101.27,2.54
2020,2,5,21,0,17.7,51.75,101.27,2.27
2020,2,5,22,0,17.42,52.56,101.24,1.93
2020,2,5,23,0,17.08,53.38,101.19,1.74
2020,2,6,0,0,16.56,55.62,101.15,1.93
2020,2,6,1,0,15.81,60.06,101.11,2.66
2020,2,6,2,0,15.3,64.19,101.1,3.37
2020,2,6,3,0,15.06,67.06,101.11,3.61
2020,2,6,4,0,14.9,69.56,101.14,3.44
2020,2,6,5,0,14.78,72.25,101.22,3.29
2020,2,6,6,31.12,15.3,72,101.3,3.1
2020,2,6,7,197.69,17.75,63.62,101.35,3.1
2020,2,6,8,420.01,19.82,57.75,101.37,3.25
2020,2,6,9,592.69,21.4,49.31,101.34,3.28
2020,2,6,10,715.67,22.69,42.31,101.24,3.27
2020,2,6,11,793.96,23.62,37.31,101.1,3.32
2020,2,6,12,775.59,24.2,34.19,100.96,3.5
2020,2,6,13,684.47,24.34,32.81,100.88,3.87
2020,2,6,14,530.01,24.08,32.75,100.84,4.28
2020,2,6,15,327.73,23.37,34.38,100.86,4.54
2020,2,6,16,113.35,21.62,40.62,100.91,4.4
2020,2,6,17,0,19.11,53.19,100.96,4.35
2020,2,6,18,0,18.34,61.12,101.02,4.33
2020,2,6,19,0,17.81,66.06,101.05,4.16
2020,2,6,20,0,17.46,69.56,101.07,3.98
2020,2,6,21,0,17.26,72.88,101.04,3.82
2020,2,6,22,0,17.19,75.88,100.98,3.71
2020,2,6,23,0,17.33,77.62,100.92,3.41
2020,2,7,0,0,17.69,77.25,100.88,2.69
2020,2,7,1,0,17.87,76.25,100.84,1.53
2020,2,7,2,0,17.58,76.38,100.84,0.31
2020,2,7,3,0,16.58,80.06,100.86,1.55
2020,2,7,4,0,15.36,85.88,100.92,2.86
2020,2,7,5,0,14.65,86.69,101.03,3.76
2020,2,7,6,42.76,15.21,74.5,101.14,4.65
2020,2,7,7,256.34,17.35,55.25,101.24,5.7
2020,2,7,8,486.3,19.92,43.81,101.3,5.57
2020,2,7,9,631.88,22.43,37.12,101.32,5.23
2020,2,7,10,752.8,23.9,33.06,101.28,4.53
2020,2,7,11,797.69,24.83,30.81,101.18,3.75
2020,2,7,12,809.7,25.42,29,101.09,2.89
2020,2,7,13,737.09,25.65,27.69,101.03,2.22
2020,2,7,14,573.14,25.52,27.19,101.01,1.72
2020,2,7,15,368.12,25.01,27.81,101.02,1.31
2020,2,7,16,139.88,23.47,33.12,101.08,0.98
2020,2,7,17,0,22.03,37.62,101.16,0.89
2020,2,7,18,0,20.98,42.06,101.26,0.42
2020,2,7,19,0,20.06,45.62,101.35,0.31
2020,2,7,20,0,19.31,45.56,101.39,0.89
2020,2,7,21,0,18.66,45.12,101.4,1.39
2020,2,7,22,0,17.94,45.69,101.39,1.88
2020,2,7,23,0,17.15,47.06,101.36,2.41
2020,2,8,0,0,16.44,48.38,101.32,2.93
2020,2,8,1,0,15.84,49.69,101.29,3.43
2020,2,8,2,0,15.35,50.38,101.29,3.78
2020,2,8,3,0,14.96,50.12,101.3,3.95
2020,2,8,4,0,14.64,49,101.33,4
2020,2,8,5,0,14.36,47.62,101.41,4.01
2020,2,8,6,43.76,14.92,44.44,101.5,3.83
2020,2,8,7,261.81,17.83,35.38,101.57,4.05
2020,2,8,8,457.27,20.16,28,101.63,3.29
2020,2,8,9,672.64,23.07,22.12,101.65,2.61
2020,2,8,10,802.41,24.41,20.25,101.61,1.86
2020,2,8,11,830.19,25.41,18.5,101.49,1.25
2020,2,8,12,811.69,26.09,17.56,101.36,0.63
2020,2,8,13,719.15,26.31,19,101.25,0.14
2020,2,8,14,562.82,26.07,20.06,101.21,0.76
2020,2,8,15,354.66,25.51,19.5,101.2,1.28
2020,2,8,16,133.19,23.73,24.94,101.23,2.01
2020,2,8,17,0,21.24,33.69,101.29,2.81
2020,2,8,18,0,19.92,40.62,101.38,3.06
2020,2,8,19,0,18.98,45.94,101.45,3.2
2020,2,8,20,0,18.18,52.75,101.48,3.29
2020,2,8,21,0,17.48,59.69,101.48,3.43
2020,2,8,22,0,16.83,65.88,101.46,3.68
2020,2,8,23,0,16.27,71.81,101.43,3.91
2020,2,9,0,0,15.82,77.12,101.4,4.06
2020,2,9,1,0,15.41,80.94,101.37,4.03
2020,2,9,2,0,15.03,83.38,101.35,3.8
2020,2,9,3,0,14.7,84.31,101.35,3.48
2020,2,9,4,0,14.46,83,101.38,3.19
2020,2,9,5,0,14.25,79.88,101.45,2.98
2020,2,9,6,39.41,14.76,72.12,101.54,2.79
2020,2,9,7,242.84,17.25,56.31,101.61,3.2
2020,2,9,8,467.17,19.9,40.56,101.64,2.94
2020,2,9,9,653.66,22.56,28.62,101.62,2.73
2020,2,9,10,771.5,23.92,24.25,101.54,2.47
2020,2,9,11,812.84,24.85,21.75,101.42,2.04
2020,2,9,12,794.5,25.46,20.06,101.3,1.45
2020,2,9,13,698.88,25.73,20.12,101.22,0.73
2020,2,9,14,544.32,25.69,20.69,101.18,0.27
2020,2,9,15,339.55,25.3,21.31,101.18,0.6
2020,2,9,16,124.7,24.02,25.06,101.2,1.21
2020,2,9,17,0,22.37,29.62,101.25,1.85
2020,2,9,18,0,21.41,35.81,101.3,1.79
2020,2,9,19,0,20.51,41.62,101.32,1.41
2020,2,9,20,0,19.6,44.75,101.31,1.36
2020,2,9,21,0,18.53,49.62,101.29,2.01
2020,2,9,22,0,17.42,56.75,101.26,2.8
2020,2,9,23,0,16.57,62.69,101.21,3.41
2020,2,10,0,0,15.98,65.25,101.16,3.8
2020,2,10,1,0,15.48,67.38,101.12,4.07
2020,2,10,2,0,15.11,66.69,101.12,4.23
2020,2,10,3,0,14.89,63,101.15,4.18
2020,2,10,4,0,14.74,58.19,101.2,3.97
2020,2,10,5,0,14.59,54,101.28,3.76
2020,2,10,6,43.86,15.25,48,101.35,3.56
2020,2,10,7,259.72,18.05,37.5,101.4,4.2
2020,2,10,8,490.81,20.52,29.75,101.42,4.01
2020,2,10,9,659.05,23.3,24.31,101.4,4.01
2020,2,10,10,781.93,24.54,23.19,101.32,3.73
2020,2,10,11,831.04,25.33,23,101.19,3.4
2020,2,10,12,820.33,25.79,23.31,101.07,2.85
2020,2,10,13,746.17,26.02,22.81,100.99,2.2
2020,2,10,14,585.61,25.98,22.5,100.94,1.7
2020,2,10,15,378.54,25.51,23.06,100.94,1.15
